what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928618277
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928619136
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374928628378
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374928632514
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374928636385
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374928637727
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374928640798
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374928643453
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928648894
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374928649258
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928649324
error,log,,,"Error logged from Debug Core: ",1374928650682
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374928654298
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928658740
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928661719
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928663121
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928663748
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928665196
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929304683
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374929323021
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374929329182
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374929330926
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929333316
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929334772
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929339416
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374929339622
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929339697
error,log,,,"Error logged from Debug Core: ",1374929340417
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374929349675
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374929351645
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929357165
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929358792
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374929378309
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374929386511
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374929387688
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1374929392691
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929397419
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929398981
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374929400982
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374929402284
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374929403432
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929408848
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929410817
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929413836
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374929414094
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929414143
error,log,,,"Error logged from Debug Core: ",1374929414777
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374929429425
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374929430661
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374929431664
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929435851
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929438094
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929440421
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374929440733
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929440797
error,log,,,"Error logged from Debug Core: ",1374929441565
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374929444726
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374929446666
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929451950
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929455965
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374929460616
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374929461989
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929464905
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929466583
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374929469927
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374930320372
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374930321304
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374930466363
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374930467745
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374930759804
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374930761838
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374930769941
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374930808295
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1374930886265
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1374930889446
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374930900725
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374930942946
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374930943841
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374930945106
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374930947370
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374930952218
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1374930957200
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1374930958409
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374930973198
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931012499
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931017452
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1374931021936
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931023304
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1374931031108
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1374931031987
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1374931032881
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1374931034203
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931044481
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374931060165
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931071210
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931072967
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374931077654
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931102198
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374931135446
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374931137588
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931144915
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374931150992
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931153428
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931155123
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374931161505
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931163350
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374931164472
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931166755
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931168619
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374931183762
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931202190
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374931263654
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374931264533
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931281015
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374931286309
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931295908
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931297178
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374931298214
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931300289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931302197
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374931303397
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931306814
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931314225
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374931315638
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931317852
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931319417
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374931321612
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931329437
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374931331257
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931333231
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931334968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931339200
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374931339433
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931339495
error,log,,,"Error logged from Debug Core: ",1374931340186
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374931345467
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374931349188
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931352300
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374931353807
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931356150
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931357656
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931360934
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374931361233
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931361283
error,log,,,"Error logged from Debug Core: ",1374931361957
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374931372497
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1374931376578
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1374931378084
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931394356
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374931427850
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931445647
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931464461
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374931466395
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931469128
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931470828
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374931492689
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931500195
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374931503821
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931508161
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931509675
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374931530196
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931557373
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931562085
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931617463
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931620789
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374931622645
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931624358
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931625948
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374931635486
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374931641738
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374931644251
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931651463
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1374931654509
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1374931655203
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931655913
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374931657519
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931660031
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931661571
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374931726428
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1374931732115
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1374931735440
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1374931740054
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1374931740560
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374931747788
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374931749151
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931752750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931754583
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931760178
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374931760403
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931760425
error,log,,,"Error logged from Debug Core: ",1374931761198
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931768405
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931796177
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931817964
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931822708
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931825773
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931876762
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931878842
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931934126
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374931963933
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932115615
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374932138962
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374932176650
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932180670
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932213585
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374932236134
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374932247374
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374932260138
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932280759
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932283028
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932283606
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932284883
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374932308901
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1374932374428
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1374932375660
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1374932380001
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932386031
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932390022
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374932417019
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1374932425775
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1374932429167
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374932429874
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374932431332
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932460084
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932468052
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374932494781
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374932527404
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374932530074
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374932538071
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932540361
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374932540542
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932540584
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932541779
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932544681
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374932549652
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374932553090
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374932554388
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932557515
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932558967
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374932572904
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1374932580247
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932620708
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932654565
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374932671476
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374932676610
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932679163
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374932680491
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374932690597
