what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935736169
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374935738456
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935740812
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935741096
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935741151
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374935743287
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935743313
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374935748241
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935754861
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374935756117
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935758655
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935758905
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935758932
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374935760500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935760547
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374935766547
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935768997
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935787762
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935792294
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374935793870
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935796664
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935796948
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935796972
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374935797992
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935798022
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374935808550
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374935809573
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935813997
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935815597
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374935823804
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1374935825439
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1374935825987
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935828782
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374935832027
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935833795
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935835609
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935847633
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374935847916
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935847947
error,log,,,"Error logged from Debug Core: ",1374935848580
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374935874603
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935878028
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374935879601
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935881850
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935883437
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935892605
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935895990
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374935900429
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374935921010
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374935923464
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374935936830
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935938512
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374935941824
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935944002
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935945749
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374935949056
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1374935956092
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374936004083
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374936005372
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374936007010
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936010392
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936012071
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374936045739
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374936096686
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936100462
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936102070
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374936186132
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1374936190719
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1374936196555
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374936200342
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374936202220
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936204061
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936205716
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374936244995
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374936257950
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936259524
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936261050
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374936297020
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374936300902
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374936302582
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936304289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936306080
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374936312993
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1374936316011
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1374936317048
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374936317482
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374936320091
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374936335700
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374936340078
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374936348371
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374936349738
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374936357609
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374936363856
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374936365838
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374936367154
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374936373164
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374936374745
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374936376573
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936379359
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374936379508
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936379536
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936380662
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936383464
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374936385926
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374936389346
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374936390792
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936393082
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936393351
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936393380
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374936394864
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936394896
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936397317
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936398987
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936403607
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374936403788
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936403831
error,log,,,"Error logged from Debug Core: ",1374936404361
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936416894
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374936528050
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374937205856
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374937209785
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374937209884
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374937211131
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374939168391
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374939174769
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374940136707
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374940138687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374940861866
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1374940866117
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374940884358
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374942546430
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374942547763
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374942552300
stopped,bundle,org.eclipse.linuxtools.valgrind.massif,0.6.1.201009101021,"org.eclipse.linuxtools.valgrind.massif",1374942560551
stopped,bundle,org.eclipse.birt.chart.device.svg,2.6.1.v20100902,"org.eclipse.birt.chart.device.svg",1374942560551
stopped,bundle,org.eclipse.birt.chart.device.extension,2.6.1.v20100902,"org.eclipse.birt.chart.device.extension",1374942560551
stopped,bundle,org.eclipse.birt.chart.device.swt,2.6.1.v20100812,"org.eclipse.birt.chart.device.swt",1374942560551
stopped,bundle,org.eclipse.birt.chart.engine.extension,2.6.1.v20100902,"org.eclipse.birt.chart.engine.extension",1374942560551
stopped,bundle,org.eclipse.linuxtools.gcov,4.1.1.201009101021,"org.eclipse.linuxtools.gcov",1374942560551
stopped,bundle,org.eclipse.linuxtools.gprof,4.0.0.201009101021,"org.eclipse.linuxtools.gprof",1374942560551
stopped,bundle,org.eclipse.linuxtools.dataviewers.charts,4.1.0.201009101021,"org.eclipse.linuxtools.dataviewers.charts",1374942560551
stopped,bundle,org.eclipse.birt.chart.ui,2.6.1.v20100819,"org.eclipse.birt.chart.ui",1374942560551
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.dashboardextension,0.3.0.201009101021,"org.eclipse.linuxtools.systemtap.ui.dashboardextension",1374942560585
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.dashboard,0.3.0.201009101021,"org.eclipse.linuxtools.systemtap.ui.dashboard",1374942560585
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.graphicalrun,0.3.0.201009101021,"org.eclipse.linuxtools.systemtap.ui.graphicalrun",1374942560585
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.ide,0.3.0.201009101021,"org.eclipse.linuxtools.systemtap.ui.ide",1374942560586
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.graphing,0.3.0.201009101021,"org.eclipse.linuxtools.systemtap.ui.graphing",1374942560586
stopped,bundle,org.eclipse.linuxtools.systemtap.ui.graphingapi.ui,0.3.0.201009101021,"org.eclipse.linuxtools.systemtap.ui.graphingapi.ui",1374942560586
stopped,bundle,org.eclipse.birt.chart.engine,2.6.1.v20100909,"org.eclipse.birt.chart.engine",1374942560586
stopped,bundle,org.eclipse.birt.core.ui,2.6.1.v20100812,"org.eclipse.birt.core.ui",1374942560586
stopped,bundle,org.eclipse.birt.data.aggregation,2.6.1.v20100909,"org.eclipse.birt.data.aggregation",1374942560586
stopped,bundle,org.eclipse.birt.data,2.6.1.v20100915,"org.eclipse.birt.data",1374942560587
stopped,bundle,org.eclipse.birt.core,2.6.1.v20100819,"org.eclipse.birt.core",1374942560603
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1374942560603
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1374942560603
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1374942560603
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1374942560603
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1374942560714
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1374942560714
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1374942560714
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1374942560714
stopped,bundle,org.eclipse.linuxtools.callgraph.launch,0.0.1.201009101021,"org.eclipse.linuxtools.callgraph.launch",1374942560715
stopped,bundle,org.eclipse.linuxtools.oprofile.launch,0.3.0.201009101021,"org.eclipse.linuxtools.oprofile.launch",1374942560715
stopped,bundle,org.eclipse.linuxtools.valgrind.cachegrind,0.6.1.201009101021,"org.eclipse.linuxtools.valgrind.cachegrind",1374942560715
stopped,bundle,org.eclipse.linuxtools.valgrind.memcheck,0.6.1.201009101021,"org.eclipse.linuxtools.valgrind.memcheck",1374942560724
stopped,bundle,org.eclipse.linuxtools.valgrind.launch,0.6.1.201009101021,"org.eclipse.linuxtools.valgrind.launch",1374942560724
stopped,bundle,org.eclipse.linuxtools.profiling.launch,0.6.1.201009101021,"org.eclipse.linuxtools.profiling.launch",1374942560752
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1374942560752
stopped,bundle,org.eclipse.linuxtools.valgrind.ui,0.6.1.201009101021,"org.eclipse.linuxtools.valgrind.ui",1374942560752
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1374942560753
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.traditional",1374942560753
stopped,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1374942560753
stopped,bundle,org.eclipse.linuxtools.binutils,4.0.0.201009101021,"org.eclipse.linuxtools.binutils",1374942560766
stopped,bundle,org.eclipse.linuxtools.callgraph,0.0.1.201009101021,"org.eclipse.linuxtools.callgraph",1374942560774
stopped,bundle,org.eclipse.linuxtools.callgraph.core,0.0.1.201009101021,"org.eclipse.linuxtools.callgraph.core",1374942560774
stopped,bundle,org.eclipse.linuxtools.oprofile.ui,0.3.0.201009101021,"org.eclipse.linuxtools.oprofile.ui",1374942560774
stopped,bundle,org.eclipse.linuxtools.profiling.ui,0.6.1.201009101021,"org.eclipse.linuxtools.profiling.ui",1374942560783
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1374942560783
stopped,bundle,org.eclipse.linuxtools.cdt.autotools,2.0.0.201009101021,"org.eclipse.linuxtools.cdt.autotools",1374942560783
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.0.201009101021,"org.eclipse.linuxtools.cdt.autotools.ui",1374942560784
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.0.201009101021,"org.eclipse.linuxtools.cdt.autotools.core",1374942560784
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.ui",1374942560784
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1374942560784
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1374942560784
